,original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,perturbed_statement,evaluation_output
183,Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new [[long-term]] [[incentive]] and commitment plan for members of the management team .,Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new [[ⅼong-term]] [[incentiѵe]] and commitment plan for members of the management team .,0.0010254383087158,0.9311125874519348,2,1,2,47,Successful,Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new ⅼong-term incentiѵe and commitment plan for members of the management team .,2
184,Raute Corporation has received [[orders]] worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,Raute Corporation has received [[decrees]] worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,0.0007360577583312,0.9257206916809082,2,1,2,28,Successful,Raute Corporation has received decrees worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,2
185,"Recovery has been [[evident]] in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .","Recovery has been [[overt]] in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",0.0007218718528747,0.8860032558441162,2,1,2,29,Successful,"Recovery has been overt in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",0
186,"Speaking to just-drinks today , a [[spokesperson]] for Olvi said : `` [[We]] have [[performed]] very well in all four [[countries]] we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''","Speaking to just-drinks today , a [[critic]] for Olvi said : `` [[Ours]] have [[performeԁ]] very well in all four [[nation]] we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",0.0007922053337097,0.770064651966095,2,1,2,79,Successful,"Speaking to just-drinks today , a critic for Olvi said : `` Ours have performeԁ very well in all four nation we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",2
187,Sports equipment [[sales]] [[also]] [[progressed]] well owing to the prolonged winter season .,Sports equipment [[saleѕ]] [[aso]] [[pⲅogressed]] well owing to the prolonged winter season .,0.0007737874984741,0.9882500767707824,2,1,2,39,Successful,Sports equipment saleѕ aso pⲅogressed well owing to the prolonged winter season .,2
188,The acquisition of Kaupthing Sverige will bring a significant [[positive]] non-recurring addition to the group 's performance .,The acquisition of Kaupthing Sverige will bring a significant [[poѕitive]] non-recurring addition to the group 's performance .,0.0007094144821166,0.6018722057342529,2,1,2,28,Successful,The acquisition of Kaupthing Sverige will bring a significant poѕitive non-recurring addition to the group 's performance .,2
189,The companies have [[agreed]] on long-term [[cooperation]] to mechanise harvesting in Stora Enso 's eucalyptus plantations in Southern China .,The companies have [[agreеd]] on long-term [[coopera𝚝ion]] to mechanise harvesting in Stora Enso 's eucalyptus plantations in Southern China .,0.0006589293479919,0.6766701936721802,2,1,2,47,Successful,The companies have agreеd on long-term coopera𝚝ion to mechanise harvesting in Stora Enso 's eucalyptus plantations in Southern China .,2
190,The company aims to maintain this trend in [[profitability]] during the current year .,The company aims to maintain this trend in [[profіtability]] during the current year .,0.0015836954116821,0.9901199340820312,2,1,2,30,Successful,The company aims to maintain this trend in profіtability during the current year .,1
191,The mill has long traditions and holds an established [[position]] in the markets .,The mill has long traditions and holds an established [[positiоn]] in the markets .,0.0027801990509033,0.8793952465057373,2,1,2,25,Successful,The mill has long traditions and holds an established positiоn in the markets .,1
192,"This is Done Logistics ' [[largest]] order in Norway , the diversified group said .","This is Done Logistics ' [[largst]] order in Norway , the diversified group said .",0.0007668733596801,0.9984530806541444,2,1,2,25,Successful,"This is Done Logistics ' largst order in Norway , the diversified group said .",2
193,This resulted in [[improved]] sales figures in Sweden .,This resulted in [[improѵed]] sales figures in Sweden .,0.0006342530250549,0.7690210938453674,2,1,2,22,Successful,This resulted in improѵed sales figures in Sweden .,0
194,"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , [[compared]] with EUR 252.2 million recorded in 2009 .","Vaisala also said it expects net sales of EUR 253.2 million for 2010 , [[compɑred]] with EUR 252.2 million recorded in 2009 .",0.0238140225410461,0.9580731987953186,2,1,2,35,Successful,"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compɑred with EUR 252.2 million recorded in 2009 .",2
195,21 December 2010 - Finnish industrial machinery company Wartsila [[Oyj]] Abp HEL : [[WRT1V]] said yesterday it had won an [[order]] to [[design]] a liquefied natural gas LNG [[powered]] [[platform]] supply vessel PSV for Norwegian [[oil]] service provider Eidesvik Offshore ASA OSL : EIOF .,21 December 2010 - Finnish industrial machinery company Wartsila [[Oyϳ]] Abp HEL : [[WR]] [[T1V]] said yesterday it had won an [[or]] [[der]] to [[conceived]] a liquefied natural gas LNG [[fueled]] [[plɑtform]] supply vessel PSV for Norwegian [[oiⅼ]] service provider Eidesvik Offshore ASA OSL : EIOF .,0.0006256699562072,0.5516297817230225,2,1,2,111,Successful,21 December 2010 - Finnish industrial machinery company Wartsila Oyϳ Abp HEL : WR T1V said yesterday it had won an or der to conceived a liquefied natural gas LNG fueled plɑtform supply vessel PSV for Norwegian oiⅼ service provider Eidesvik Offshore ASA OSL : EIOF .,2
196,Finnish [[Outotec]] has been [[awarded]] a [[contract]] to supply a [[new]] zinc [[roaster]] with [[gas]] cleaning and [[sulphuric]] acid [[plant]] for the [[OZK]] [[Kardzhali]] [[zinc]] smelter in Bulgaria .,Finnish [[Outo𝚝ec]] has been [[awardeԁ]] a [[contracting]] to supply a [[newer]] zinc [[roasteⲅ]] with [[ɡas]] cleaning and [[sulfur]] acid [[factory]] for the [[OK]] [[Kardzhalі]] [[zinϲ]] smelter in Bulgaria .,0.000599980354309,0.0107703804969787,2,2,2,126,Failed,Finnish Outo𝚝ec has been awardeԁ a contracting to supply a newer zinc roasteⲅ with ɡas cleaning and sulfur acid factory for the OK Kardzhalі zinϲ smelter in Bulgaria .,2
197,CEO Erkki J+ñrvinen is [[happy]] with the company 's performance in 2010 .,CEO Erkki J+ñrvinen is [[happier]] with the company 's performance in 2010 .,0.0009868144989013,0.9268490076065063,2,0,2,21,Successful,CEO Erkki J+ñrvinen is happier with the company 's performance in 2010 .,0
198,"Finnish construction group [[Lemminkainen]] [[Oyj]] HEL : LEM1S [[said]] [[today]] it has won a [[contract]] to provide technical [[services]] for the [[Nevsky]] [[Centre]] shopping mall to be [[opened]] in [[November]] in St Petersburg , Russia .","Finnish construction group [[Lemminkɑinen]] [[Oyϳ]] HEL : LEM1S [[told]] [[tоday]] it has won a [[contrac𝚝]] to provide technical [[ser]] [[vices]] for the [[N]] [[evsky]] [[Centrе]] shopping mall to be [[openeԁ]] in [[Janvier]] in St Petersburg , Russia .",0.000612735748291,0.005096435546875,2,2,2,130,Failed,"Finnish construction group Lemminkɑinen Oyϳ HEL : LEM1S told tоday it has won a contrac𝚝 to provide technical ser vices for the N evsky Centrе shopping mall to be openeԁ in Janvier in St Petersburg , Russia .",2
199,"Honka 's subsidiaries in France and Germany will also benefit by , for example , arranging [[customer]] events in [[conjunction]] with World [[Cup]] skiing [[competitions]] .","Honka 's subsidiaries in France and Germany will also benefit by , for example , arranging [[customеr]] events in [[cooperating]] with World [[Copa]] skiing [[competitionѕ]] .",0.0044120550155639,0.9054182767868042,1,2,1,79,Successful,"Honka 's subsidiaries in France and Germany will also benefit by , for example , arranging customеr events in cooperating with World Copa skiing competitionѕ .",1
