,original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,perturbed_statement,evaluation_output
179,"( ADP News ) - Oct [[31]] , 2008 - Finnish food company [[Raisio]] Oyj ( [[OMX]] : [[RAIVV]] ) said today that its net [[profit]] [[jumped]] to EUR 16.4 million ( USD [[20]].9 m ) for the first nine [[months]] of [[2008]] from [[EUR]] 1.1 [[million]] for the same [[period]] of 2","( ADP News ) - Oct [[1]] , 2008 - Finnish food company [[Raiso]] Oyj ( [[OMk]] : [[RAVV]] ) said today that its net [[proift]] [[jumpeid]] to EUR 16.4 million ( USD [[02]].9 m ) for the first nine [[monphs]] of [[208]] from [[UER]] 1.1 [[milloin]] for the same [[peroid]] of 2",0.0005685687065124,0.8723681569099426,2,1,2,108,Successful,"( ADP News ) - Oct 1 , 2008 - Finnish food company Raiso Oyj ( OMk : RAVV ) said today that its net proift jumpeid to EUR 16.4 million ( USD 02.9 m ) for the first nine monphs of 208 from UER 1.1 milloin for the same peroid of 2",1
180,Net sales in 2007 totalled EUR 329 million and the operating margin was above 19 % .,Net sales in 2007 totalled EUR 329 million and the operating margin was above 19 % .,0.99686598777771,0.99686598777771,2,2,1,1,Skipped,Net sales in 2007 totalled EUR 329 million and the operating margin was above 19 % .,2
181,NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation [[wins]] EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has [[received]] a EUR50m equipment [[order]] in Australia .,NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation [[wwins]] EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has [[Neceived]] a EUR50m equipment [[roder]] in Australia .,0.0006184577941894,0.7858667373657227,2,0,2,48,Successful,NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wwins EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has Neceived a EUR50m equipment roder in Australia .,0
182,Outotec 's net profit for the second [[quarter]] of [[2007]] [[jumped]] to 16.8 [[mln]] [[euro]] ( $ 23.1 [[mln]] ) from 4.6 [[mln]] [[euro]] ( $ 6.3 [[mln]] ) a year [[ago]] .,Outotec 's net profit for the second [[qurater]] of [[207]] [[jumpied]] to 16.8 [[moln]] [[Keuro]] ( $ 23.1 [[Xln]] ) from 4.6 [[mn]] [[eur]] ( $ 6.3 [[ml]] ) a year [[aog]] .,0.0005799531936645,0.6242102980613708,2,0,2,84,Successful,Outotec 's net profit for the second qurater of 207 jumpied to 16.8 moln Keuro ( $ 23.1 Xln ) from 4.6 mn eur ( $ 6.3 ml ) a year aog .,0
183,Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new [[long-term]] [[incentive]] and commitment plan for members of the management team .,Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new [[log-term]] [[bincentive]] and commitment plan for members of the management team .,0.0010254383087158,0.9105638861656188,2,1,2,26,Successful,Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new log-term bincentive and commitment plan for members of the management team .,1
184,Raute Corporation has received [[orders]] worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,Raute Corporation has received [[ordrs]] worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,0.0007360577583312,0.9666439890861512,2,1,2,18,Successful,Raute Corporation has received ordrs worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,1
185,"[[Recovery]] has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .","[[Recvery]] has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",0.0007218718528747,0.9990988373756408,2,1,2,18,Successful,"Recvery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",1
186,"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have [[performed]] very [[well]] in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''","Speaking to just-drinks today , a spokesperson for Olvi said : `` We have [[perofrmed]] very [[ewll]] in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",0.0007922053337097,0.9847695827484132,2,1,2,27,Successful,"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have perofrmed very ewll in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",1
187,Sports equipment sales [[also]] [[progressed]] [[well]] owing to the prolonged winter season .,Sports equipment sales [[laso]] [[progrkssed]] [[whell]] owing to the prolonged winter season .,0.0007737874984741,0.9982581734657288,2,1,2,23,Successful,Sports equipment sales laso progrkssed whell owing to the prolonged winter season .,1
188,The acquisition of Kaupthing Sverige will bring a significant [[positive]] non-recurring [[addition]] to the group 's performance .,The acquisition of Kaupthing Sverige will bring a significant [[positve]] non-recurring [[addNition]] to the group 's performance .,0.0007094144821166,0.9068447947502136,2,1,2,19,Successful,The acquisition of Kaupthing Sverige will bring a significant positve non-recurring addNition to the group 's performance .,1
189,The companies have [[agreed]] on long-term [[cooperation]] to mechanise harvesting in Stora Enso 's eucalyptus plantations in Southern China .,The companies have [[agereed]] on long-term [[cooeration]] to mechanise harvesting in Stora Enso 's eucalyptus plantations in Southern China .,0.0006589293479919,0.9901678562164308,2,1,2,22,Successful,The companies have agereed on long-term cooeration to mechanise harvesting in Stora Enso 's eucalyptus plantations in Southern China .,1
190,The company aims to maintain this trend in [[profitability]] during the current year .,The company aims to maintain this trend in [[profitabiliyt]] during the current year .,0.0015836954116821,0.9830121397972108,2,1,2,13,Successful,The company aims to maintain this trend in profitabiliyt during the current year .,1
191,The mill has long traditions and holds an [[established]] [[position]] in the markets .,The mill has long traditions and holds an [[establsihed]] [[posrition]] in the markets .,0.0027801990509033,0.9991005063056946,2,1,2,17,Successful,The mill has long traditions and holds an establsihed posrition in the markets .,1
192,"This is Done Logistics ' [[largest]] order in Norway , the diversified group said .","This is Done Logistics ' [[Alargest]] order in Norway , the diversified group said .",0.0007668733596801,0.9985601902008056,2,1,2,14,Successful,"This is Done Logistics ' Alargest order in Norway , the diversified group said .",1
193,This resulted in [[improved]] sales figures in Sweden .,This resulted in [[imporved]] sales figures in Sweden .,0.0006342530250549,0.97515469789505,2,0,2,11,Successful,This resulted in imporved sales figures in Sweden .,0
194,"Vaisala [[also]] said it [[expects]] net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .","Vaisala [[aslo]] said it [[epxects]] net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",0.0238139033317565,0.6169701814651489,2,0,2,27,Successful,"Vaisala aslo said it epxects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",0
195,[[21]] December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V [[said]] yesterday it had won an [[order]] to design a [[liquefied]] [[natural]] [[gas]] LNG [[powered]] [[platform]] [[supply]] [[vessel]] [[PSV]] for [[Norwegian]] [[oil]] [[service]] [[provider]] Eidesvik Offshore ASA OSL : EIOF .,[[1]] December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V [[asid]] yesterday it had won an [[orEder]] to design a [[liuqefied]] [[natuarl]] [[gaGs]] LNG [[owered]] [[plvtform]] [[upply]] [[Yvessel]] [[PSkV]] for [[Nowegian]] [[oli]] [[serice]] [[provinder]] Eidesvik Offshore ASA OSL : EIOF .,0.0006256699562072,0.6410914659500122,2,1,2,97,Successful,1 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V asid yesterday it had won an orEder to design a liuqefied natuarl gaGs LNG owered plvtform upply Yvessel PSkV for Nowegian oli serice provinder Eidesvik Offshore ASA OSL : EIOF .,1
196,Finnish [[Outotec]] has been [[awarded]] a [[contract]] to [[supply]] a [[new]] zinc [[roaster]] with [[gas]] cleaning and [[sulphuric]] acid [[plant]] for the [[OZK]] [[Kardzhali]] zinc [[smelter]] in [[Bulgaria]] .,Finnish [[Outoetc]] has been [[awraded]] a [[contracSt]] to [[swpply]] a [[enw]] zinc [[raoster]] with [[ogas]] cleaning and [[sluphuric]] acid [[platn]] for the [[OZu]] [[Kardzhvali]] zinc [[Zmelter]] in [[Bulagria]] .,0.000599980354309,0.9992850422859192,2,1,2,87,Successful,Finnish Outoetc has been awraded a contracSt to swpply a enw zinc raoster with ogas cleaning and sluphuric acid platn for the OZu Kardzhvali zinc Zmelter in Bulagria .,1
197,CEO Erkki J+ñrvinen is [[happy]] with the company 's [[performance]] in 2010 .,CEO Erkki J+ñrvinen is [[happS]] with the company 's [[perofrmance]] in 2010 .,0.0009868144989013,0.999571979045868,2,1,2,17,Successful,CEO Erkki J+ñrvinen is happS with the company 's perofrmance in 2010 .,1
198,"Finnish construction group [[Lemminkainen]] [[Oyj]] [[HEL]] : [[LEM1S]] [[said]] [[today]] it has won a [[contract]] to [[provide]] [[technical]] [[services]] for the [[Nevsky]] [[Centre]] [[shopping]] [[mall]] to be [[opened]] in [[November]] in [[St]] [[Petersburg]] , [[Russia]] .","Finnish construction group [[Lemminkinen]] [[yOj]] [[HEy]] : [[LEM1F]] [[siad]] [[todaMy]] it has won a [[contrcat]] to [[proviHe]] [[technicUal]] [[serviceB]] for the [[Nevsk]] [[Cnetre]] [[sZopping]] [[mll]] to be [[opIned]] in [[oNvember]] in [[SQ]] [[Fetersburg]] , [[Ruzsia]] .",0.000612735748291,0.6911983489990234,2,1,2,96,Successful,"Finnish construction group Lemminkinen yOj HEy : LEM1F siad todaMy it has won a contrcat to proviHe technicUal serviceB for the Nevsk Cnetre sZopping mll to be opIned in oNvember in SQ Fetersburg , Ruzsia .",1
199,"[[Honka]] 's subsidiaries in [[France]] and [[Germany]] will also benefit by , for example , arranging [[customer]] events in [[conjunction]] with [[World]] [[Cup]] skiing [[competitions]] .","[[Hxnka]] 's subsidiaries in [[rFance]] and [[GHermany]] will also benefit by , for example , arranging [[customre]] events in [[conjnction]] with [[WorlEd]] [[Cuv]] skiing [[competitins]] .",0.0044120550155639,0.5901215076446533,1,2,1,56,Successful,"Hxnka 's subsidiaries in rFance and GHermany will also benefit by , for example , arranging customre events in conjnction with WorlEd Cuv skiing competitins .",2
