"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Sponda plans to [[renovate]] old real estate and [[develop]] new property .","Sponda plans to [[quicken]] old real estate and [[modernize]] new property .",0.0010746121406555176,0.9877602458000183,1,2,1,116,"Successful"
"The fund at fair value will [[increase]] correspondingly .","The fund at fair value will [[increment]] correspondingly .",0.0005324482917785645,0.9945111274719238,2,1,2,48,"Successful"
"Operating result showed a [[loss]] of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .","Operating result showed a [[passing]] of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",0.0022262930870056152,0.9968019723892212,0,2,0,145,"Successful"
"Furthermore , Bunge will also [[sign]] a licensing agreement for the Sunnuntai and Carlshamn Mejeri brands .","Furthermore , Bunge will also [[house]] a licensing agreement for the Sunnuntai and Carlshamn Mejeri brands .",0.000601649284362793,0.9183368682861328,2,1,2,78,"Successful"
"Finnish food company Raisio Oyj HEL : RAIVV said today it will [[buy]] British snacks and confectionery company Big Bear Group plc for an enterprise value of EUR 95.3 million USD 129.9 m .","Finnish food company Raisio Oyj HEL : RAIVV said today it will [[corrupt]] British snacks and confectionery company Big Bear Group plc for an enterprise value of EUR 95.3 million USD 129.9 m .",0.0006736516952514648,0.9962219595909119,2,0,2,196,"Successful"
"[[After]] that the two companies [[sat]] down and [[sewed]] up the [[present]] deal .","[[subsequently]] that the two companies [[baby-sit]] down and [[stitched]] up the [[stage]] deal .",0.0016529560089111328,0.8550733327865601,1,2,1,193,"Successful"
"Elcoteq 's [[revenues]] in 2007 were [[approximately]] EUR 120 million .","Elcoteq 's [[receipts]] in 2007 were [[some]] EUR 120 million .",0.0005003213882446289,0.0006597638130187988,1,1,1,40,"Failed"
"EPS from continuing [[operations]] [[came]] in at 0.30 eur , up from 0.17 .","EPS from continuing [[performance]] [[fall]] in at 0.30 eur , up from 0.17 .",0.0005500912666320801,0.002180337905883789,2,2,2,100,"Failed"
"To achieve synergy [[targets]] related to the acquisition , Vaisala is consolidating its manufacturing , depot and data services , and finance [[activities]] currently located in Uniontown , Pennsylvania , St. Louis , Missouri and Durham , North Carolina .","To achieve synergy [[point]] related to the acquisition , Vaisala is consolidating its manufacturing , depot and data services , and finance [[activeness]] currently located in Uniontown , Pennsylvania , St. Louis , Missouri and Durham , North Carolina .",0.0028649568557739258,0.6086841225624084,1,2,1,114,"Successful"
"[[It]] 's very [[difficult]] to [[become]] a Google Analytics [[channel]] partner .","[[IT]] 's very [[unmanageable]] to [[get]] a Google Analytics [[impart]] partner .",0.0008351802825927734,0.11817234754562378,1,1,1,64,"Failed"
"The union [[filed]] a [[grievance]] over the company 's overtime assignment policies .","The union [[lodge]] a [[score]] over the company 's overtime assignment policies .",0.0018406510353088379,0.9646331667900085,0,2,0,53,"Successful"
"The energy [[shot]] is [[packed]] in a 100-millilitre [[bag]] with a [[screw]] [[cap]] .","The energy [[shaft]] is [[jammed]] in a 100-millilitre [[bulge]] with a [[gaoler]] [[pileus]] .",0.0006827116012573242,0.9048008322715759,1,0,1,247,"Successful"
"Changes being announced today will be [[effective]] after the close of trading on Friday , June 19 , 2009 .","Changes being announced today will be [[efficient]] after the close of trading on Friday , June 19 , 2009 .",0.0006059408187866211,0.9957837462425232,1,2,1,84,"Successful"
"`` We see that the market continues to be [[tight]] in magazine papers , and our target is to close the deals by the end of the year . ''","`` We see that the market continues to be [[loaded]] in magazine papers , and our target is to close the deals by the end of the year . ''",0.0022815465927124023,0.9994356632232666,0,1,0,244,"Successful"
"The train is expected to [[cross]] the Russian territory in 9 days , reaching the Vostochny port .","The train is expected to [[bad-tempered]] the Russian territory in 9 days , reaching the Vostochny port .",0.0014594793319702148,0.9957183003425598,1,0,1,153,"Successful"
"Previously , Grimaldi held a 46.43 pct [[stake]] in the Finnish company following the takeover bid launched in November 2006 .","Previously , Grimaldi held a 46.43 pct [[jeopardize]] in the Finnish company following the takeover bid launched in November 2006 .",0.0006495118141174316,0.8018385767936707,1,0,1,149,"Successful"
"[[One]] can [[even]] receive on the spot alerts as soon as jobs are posted , putting you at the [[front]] of the queue for opportunities .","[[unrivalled]] can [[fifty-fifty]] receive on the spot alerts as soon as jobs are posted , putting you at the [[breast]] of the queue for opportunities .",0.0021416544914245605,0.7828598022460938,1,2,1,169,"Successful"
"BM4 [[middle]] [[layer]] headbox will be equipped with a dilution [[control]] [[system]] .","BM4 [[mediate]] [[bed]] headbox will be equipped with a dilution [[mastery]] [[organisation]] .",0.0006753206253051758,0.005799412727355957,1,1,1,101,"Failed"
"In this case , the effect would be [[negative]] in Finland .","In this case , the effect would be [[electronegative]] in Finland .",0.0016451478004455566,0.9995699524879456,0,1,0,65,"Successful"
"[[Altogether]] 150 [[subjects]] with mildly [[elevated]] cholesterol [[levels]] participated in the four-month [[long]] intervention .","[[all]] 150 [[bailiwick]] with mildly [[upgrade]] cholesterol [[floor]] participated in the four-month [[tenacious]] intervention .",0.00258481502532959,0.9386512041091919,1,2,1,157,"Successful"
"The metal has [[gained]] 41 percent this [[year]] as demand from China , the world 's largest user , increased .","The metal has [[derive]] 41 percent this [[class]] as demand from China , the world 's largest user , increased .",0.0005560517311096191,0.5941158533096313,2,1,2,108,"Successful"
"The [[government]] has [[instead]] proposed an [[exchange]] of the [[state]] 's [[stake]] in LMT to TeliaSonera 's stake in Lattelecom .","The [[governance]] has [[rather]] proposed an [[rally]] of the [[DoS]] 's [[jeopardize]] in LMT to TeliaSonera 's stake in Lattelecom .",0.0009911060333251953,0.8665238618850708,1,0,1,139,"Successful"
"Previously , the company also [[delivered]] about 70 % of the [[steel]] used in Oasis of the Seas , Allure of the Seas ' sister ship completed last year .","Previously , the company also [[save]] about 70 % of the [[nerve]] used in Oasis of the Seas , Allure of the Seas ' sister ship completed last year .",0.0015603899955749512,0.7003719806671143,1,2,1,133,"Successful"
"On 25 August 2009 , Sampo 's [[stake]] in Nordea was 19.45 % .","On 25 August 2009 , Sampo 's [[jeopardize]] in Nordea was 19.45 % .",0.0005696415901184082,0.9818416833877563,1,0,1,54,"Successful"
"Tikkurila , a division of Kemira group , [[controls]] about 23 % of the Russian [[market]] in its [[field]] and [[owns]] St. Petersburg [[paint]] producer TEX. .","Tikkurila , a division of Kemira group , [[ascendence]] about 23 % of the Russian [[marketplace]] in its [[battleground]] and [[have]] St. Petersburg [[key]] producer TEX. .",0.0005311369895935059,0.5263499021530151,1,2,1,136,"Successful"
"According to Scanfil , [[demand]] for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is [[expected]] to remain [[unstable]] for the rest of the year .","According to Scanfil , [[requirement]] for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is [[await]] to remain [[fluid]] for the rest of the year .",0.0014958381652832031,0.9985122680664062,0,1,0,137,"Successful"
"Finnair [[believes]] the strike will [[cause]] it daily [[net]] [[losses]] in [[excess]] of EUR 2mn due to canceled reservations and passenger re-routing .","Finnair [[impression]] the strike will [[suit]] it daily [[mesh]] [[release]] in [[surplusage]] of EUR 2mn due to canceled reservations and passenger re-routing .",0.0013945698738098145,0.8381853699684143,0,1,0,191,"Successful"
"The [[shops]] are [[located]] in the [[capital]] region and the Paijat-Hame region .","The [[grass]] are [[settle]] in the [[great]] region and the Paijat-Hame region .",0.0005276799201965332,0.0017496943473815918,1,1,1,84,"Failed"
"The [[deliveries]] [[started]] in April 2006 and will be [[completed]] in 2007 .","The [[saving]] [[get]] in April 2006 and will be [[realized]] in 2007 .",0.000800788402557373,0.748680591583252,1,2,1,69,"Successful"
"[[Indigo]] and Somoncom [[serve]] 377,000 [[subscribers]] and had a [[market]] [[share]] of [[approximately]] 27 % as of May 2007 .","[[indigotin]] and Somoncom [[dish]] 377,000 [[endorser]] and had a [[commercialize]] [[deal]] of [[around]] 27 % as of May 2007 .",0.0006811618804931641,0.025912046432495117,1,1,1,99,"Failed"
"According to [[business]] [[media]] reports , Usmanov [[planned]] to [[transfer]] his MegaFon [[stake]] to the state-controlled Svyazinvest , in [[exchange]] for a [[stake]] in the merged RosTelecom .","According to [[job]] [[sensitive]] reports , Usmanov [[project]] to [[remove]] his MegaFon [[venture]] to the state-controlled Svyazinvest , in [[central]] for a [[jeopardize]] in the merged RosTelecom .",0.0006671547889709473,0.9425556659698486,1,0,1,211,"Successful"
"In [[addition]] to verification of an identity and digital signatures , new state-approved Mobile ID enables to [[cast]] votes in elections as [[well]] .","In [[improver]] to verification of an identity and digital signatures , new state-approved Mobile ID enables to [[honk]] votes in elections as [[good]] .",0.0008527040481567383,0.9680913090705872,1,2,1,178,"Successful"
"Raute reported a [[loss]] per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .","Raute reported a [[passing]] per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",0.0024847984313964844,0.9228643178939819,0,2,0,88,"Successful"
"In the first half of 2008 , the Bank 's operating profit [[fell]] to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .","In the first half of 2008 , the Bank 's operating profit [[return]] to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",0.00244295597076416,0.9995115399360657,0,2,0,235,"Successful"
"A corresponding increase of 85,432.50 euros in Ahlstrom 's share capital has been [[entered]] in the Trade [[Register]] today .","A corresponding increase of 85,432.50 euros in Ahlstrom 's share capital has been [[record]] in the Trade [[read]] today .",0.000786900520324707,0.9819743037223816,1,2,1,113,"Successful"
"Proline Plus is a mechanical [[liquid]] handling device with a robust [[design]] [[suitable]] for all types of applications .","Proline Plus is a mechanical [[fluent]] handling device with a robust [[innovation]] [[worthy]] for all types of applications .",0.0015707612037658691,0.9890893697738647,1,2,1,100,"Successful"
"[[Completion]] of the transaction is [[subject]] to a [[final]] [[agreement]] and a Due [[Diligence]] [[process]] .","[[closing]] of the transaction is [[case]] to a [[terminal]] [[concord]] and a Due [[industry]] [[sue]] .",0.0005505681037902832,0.8552666306495667,1,0,1,107,"Successful"
"`` We are [[pleased]] to [[welcome]] Tapeks Noma into Cramo [[group]] .","`` We are [[please]] to [[receive]] Tapeks Noma into Cramo [[grouping]] .",0.0018839836120605469,0.9950948357582092,2,1,2,23,"Successful"
"According to an  posted by the [[World]] Intellectual Property Organization : `` The [[present]] [[invention]] [[relates]] to hydrocarbons and particularly to the [[manufacture]] of hydrocarbon components [[suitable]] as aviation fuels or jet fuels and as blending [[stocks]] for aviation fuels .","According to an  posted by the [[world-wide]] Intellectual Property Organization : `` The [[gift]] [[innovation]] [[connect]] to hydrocarbons and particularly to the [[invent]] of hydrocarbon components [[worthy]] as aviation fuels or jet fuels and as blending [[bloodline]] for aviation fuels .",0.0005676150321960449,0.8777378797531128,1,2,1,291,"Successful"
"Ruukki 's [[delivery]] [[volumes]] and [[selling]] prices [[showed]] favourable development and the [[company]] 's comparable net sales [[grew]] by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .","Ruukki 's [[livery]] [[bulk]] and [[betray]] prices [[designate]] favourable development and the [[caller]] 's comparable net sales [[originate]] by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",0.0005653500556945801,0.7264502048492432,2,1,2,202,"Successful"
"The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be [[delivered]] between 2008-2010 for [[vessels]] [[ordered]] by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping .","The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be [[redeem]] between 2008-2010 for [[vessel]] [[consistent]] by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping .",0.0007470250129699707,0.8325344920158386,1,2,1,164,"Successful"
"The Russian government will [[contribute]] 20 % of the necessary funds , he said .","The Russian government will [[add]] 20 % of the necessary funds , he said .",0.0014121532440185547,0.670262336730957,1,2,1,57,"Successful"
"Productional situation has now [[improved]] .","Productional situation has now [[meliorate]] .",0.0006275773048400879,0.9981938004493713,2,0,2,22,"Successful"
"Finnish financial solutions developer Basware Corporation ( OMX Helsinki BAS1V ) said on Tuesday ( 23 September ) that it will [[deliver]] a complete Invoice Automation solution to a large US engineering , construction and technical services organization .","Finnish financial solutions developer Basware Corporation ( OMX Helsinki BAS1V ) said on Tuesday ( 23 September ) that it will [[cede]] a complete Invoice Automation solution to a large US engineering , construction and technical services organization .",0.0007083415985107422,0.9822568893432617,2,1,2,174,"Successful"
"[[Operators]] only [[need]] to [[learn]] how to [[use]] [[one]] [[device]] for multiple [[levels]] of [[applications]] , including voice-directed [[operations]] .","[[hustler]] only [[motivation]] to [[acquire]] how to [[expend]] [[unrivalled]] [[twist]] for multiple [[story]] of [[coating]] , including voice-directed [[operation]] .",0.0007706880569458008,0.49492526054382324,1,1,1,215,"Failed"
"Finnish plumbing and heating systems supplier Uponor [[announced]] a company-wide [[cost]] [[reduction]] program in August 2008 .","Finnish plumbing and heating systems supplier Uponor [[declare]] a company-wide [[price]] [[step-down]] program in August 2008 .",0.005720257759094238,0.9549589157104492,1,0,1,73,"Successful"
"Apart from Nordea , also Ergo is [[competing]] for the [[position]] among the top [[three]] pension funds providers in Estonia .","Apart from Nordea , also Ergo is [[contend]] for the [[placement]] among the top [[triad]] pension funds providers in Estonia .",0.0018595457077026367,0.9823839068412781,1,2,1,145,"Successful"
"[[Operating]] [[profit]] [[totalled]] EUR [[9]].0 mn , down from EUR 9.7 [[mn]] in the [[first]] [[half]] of 2008 .","[[lock]] [[benefit]] [[total]] EUR [[niner]].0 mn , down from EUR 9.7 [[manganese]] in the [[world-class]] [[one-half]] of 2008 .",0.0014728307723999023,0.002433180809020996,0,0,0,167,"Failed"
"[[By]] [[acquiring]] RCP , we can [[combine]] our strong knowhow with the expertise of a [[solid]] local company .","[[past]] [[grow]] RCP , we can [[trust]] our strong knowhow with the expertise of a [[self-coloured]] local company .",0.0005736351013183594,0.8338101506233215,2,1,2,124,"Successful"
"Under the contract Cramo Sverige and its subcontractor Brinkab AB will [[provide]] all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .","Under the contract Cramo Sverige and its subcontractor Brinkab AB will [[leave]] all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .",0.0006132125854492188,0.9987688064575195,2,0,2,98,"Successful"
"The Lemminkainen Group , headquartered in Helsinki , Finland [[operates]] in all [[sectors]] of the [[construction]] [[industry]] : [[civil]] [[engineering]] , building [[contracting]] , technical building services and the [[building]] [[materials]] [[industry]] .","The Lemminkainen Group , headquartered in Helsinki , Finland [[engage]] in all [[sector]] of the [[expression]] [[diligence]] : [[civic]] [[orchestrate]] , building [[abridge]] , technical building services and the [[construction]] [[textile]] [[diligence]] .",0.0006809234619140625,0.0012853145599365234,1,1,1,217,"Failed"
"Operating profit [[surged]] to EUR21m from EUR106 ,000 .","Operating profit [[scend]] to EUR21m from EUR106 ,000 .",0.0007710456848144531,0.896611213684082,2,1,2,41,"Successful"
"The ongoing project where Tekla Structures is being [[used]] is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO .","The ongoing project where Tekla Structures is being [[ill-used]] is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO .",0.0005540251731872559,0.8064711093902588,1,0,1,151,"Successful"
"Through the Nordic [[Exchange]] , OMX [[offers]] access to approximately 80 percent of the Nordic and Baltic securities market .","Through the Nordic [[interchange]] , OMX [[extend]] access to approximately 80 percent of the Nordic and Baltic securities market .",0.0006583333015441895,0.9861164093017578,1,2,1,98,"Successful"
"The divested [[company]] is [[part]] of TietoEnator 's [[business]] [[area]] [[Government]] , [[Manufacturing]] & Retail .","The divested [[fellowship]] is [[voice]] of TietoEnator 's [[concern]] [[region]] [[politics]] , [[fabricate]] & Retail .",0.0004622936248779297,0.0008184313774108887,1,1,1,147,"Failed"
"The new B shares [[carry]] the [[right]] to dividend and other shareholder [[rights]] with [[effect]] from today .","The new B shares [[extend]] the [[veracious]] to dividend and other shareholder [[redress]] with [[impression]] from today .",0.0005655884742736816,0.9954855442047119,1,2,1,176,"Successful"
"Solidium picked up Tikkurila [[shares]] as a dividend at a [[book]] [[value]] of EUR15 .80 per share .","Solidium picked up Tikkurila [[percentage]] as a dividend at a [[record]] [[respect]] of EUR15 .80 per share .",0.0006316304206848145,0.641210675239563,1,2,1,113,"Successful"
"The group [[said]] it [[intends]] to [[initiate]] [[within]] this year the [[process]] of buyout of minority [[shareholders]] of Ragutis with the [[aim]] of [[becoming]] the [[sole]] owner of the company .","The group [[articulate]] it [[signify]] to [[novice]] [[inside]] this year the [[treat]] of buyout of minority [[stockholder]] of Ragutis with the [[drive]] of [[turn]] the [[exclusive]] owner of the company .",0.0007042884826660156,0.07412070035934448,1,1,1,222,"Failed"
"Valga Lihatoostus [[markets]] its [[products]] under the [[Maks]] & Moorits trademark .","Valga Lihatoostus [[grocery]] its [[intersection]] under the [[MAK]] & Moorits trademark .",0.0004928112030029297,0.0025476813316345215,1,1,1,42,"Failed"
"Vacon [[controls]] a further [[5]] % of the [[company]] via investment fund [[Power]] Fund I. EUR [[1]].0 = USD 1.397","Vacon [[curb]] a further [[Phoebe]] % of the [[companionship]] via investment fund [[ability]] Fund I. EUR [[ace]].0 = USD 1.397",0.0005683302879333496,0.5353009104728699,1,2,1,174,"Successful"
"[[Maximum]] [[amount]] of [[terminations]] in Finland is [[40]] employees , the [[company]] [[added]] .","[[maximal]] [[number]] of [[termination]] in Finland is [[XL]] employees , the [[accompany]] [[tally]] .",0.0009111166000366211,0.0277024507522583,1,1,1,103,"Failed"
"MeeGo `` learns as you [[use]] it , '' [[Fisher]] [[said]] , putting the most [[important]] things up [[top]] .","MeeGo `` learns as you [[employ]] it , '' [[fisherman]] [[order]] , putting the most [[authoritative]] things up [[peak]] .",0.0009047985076904297,0.9343284368515015,1,2,1,192,"Successful"
"Finlan 's listed food industry company HKScan Group [[controlled]] companies in the Baltics [[improved]] revenues by EUR 3.5 mn to EUR 160.[[4]] mn in 2010 from EUR 156.9 mn in the year before .","Finlan 's listed food industry company HKScan Group [[curb]] companies in the Baltics [[meliorate]] revenues by EUR 3.5 mn to EUR 160.[[quadruplet]] mn in 2010 from EUR 156.9 mn in the year before .",0.0005800724029541016,0.923154890537262,2,0,2,176,"Successful"
"Finnish home decoration and arts and crafts retailer Tiimari Plc ( OMX Helsinki : TII1V ) reported on Monday ( 18 August ) an operating [[loss]] of EUR3 .3 m on net sales of EUR33 .9 m for the period January-June 2008 .","Finnish home decoration and arts and crafts retailer Tiimari Plc ( OMX Helsinki : TII1V ) reported on Monday ( 18 August ) an operating [[deprivation]] of EUR3 .3 m on net sales of EUR33 .9 m for the period January-June 2008 .",0.0010493993759155273,0.7946709394454956,1,0,1,155,"Successful"
"BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 [[million]] , with an EBITDA of EUR [[51]] [[million]] .","BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 [[trillion]] , with an EBITDA of EUR [[li]] [[meg]] .",0.000735938549041748,0.0008633732795715332,1,1,1,59,"Failed"
"[[Selects]] Third [[Party]] Logistics Leader Transplace for Best-in-Class Technology , Procurement Capabilities ; [[Leading]] Specialty [[Packaging]] Manufacturer Employs [[Complete]] 3PL [[Solution]] for Supply Chain [[Visibility]] and Transportation Efficiency to [[Increase]] Service [[Levels]] and On-Time [[Deliveries]]","[[take]] Third [[company]] Logistics Leader Transplace for Best-in-Class Technology , Procurement Capabilities ; [[precede]] Specialty [[package]] Manufacturer Employs [[over]] 3PL [[answer]] for Supply Chain [[profile]] and Transportation Efficiency to [[gain]] Service [[story]] and On-Time [[speech]]",0.0007821321487426758,0.006480038166046143,2,2,2,377,"Failed"
"`` Every partner will be allowed to [[buy]] a quantity of electricity [[corresponding]] to their share in the consortium , at production cost , '' a letter of intent said .","`` Every partner will be allowed to [[steal]] a quantity of electricity [[comparable]] to their share in the consortium , at production cost , '' a letter of intent said .",0.0012967586517333984,0.5139164924621582,1,0,1,115,"Successful"
"Stora Enso Oyj , the largest papermaker , in October said it would [[close]] four mills .","Stora Enso Oyj , the largest papermaker , in October said it would [[finis]] four mills .",0.0018761754035949707,0.9998177886009216,0,1,0,121,"Successful"
"The repo rate will gradually [[reach]] 2 % at the end of 2010 , [[according]] to Nordea 's Economic Outlook .","The repo rate will gradually [[strain]] 2 % at the end of 2010 , [[harmonize]] to Nordea 's Economic Outlook .",0.001287698745727539,0.6109952330589294,1,2,1,107,"Successful"
"UPM said the move will [[lower]] net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .","UPM said the move will [[humble]] net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .",0.0012472867965698242,0.9986283183097839,0,2,0,240,"Successful"
"The venture , which will be 51 % owned by Kemira and 49 % by IVRCL , will operate an inorganic coagulant manufacturing facility , to be built in Vishakapatnam Vizag in the state of Andhra Pradesh and to kick off [[operations]] in the second half of 2011 .","The venture , which will be 51 % owned by Kemira and 49 % by IVRCL , will operate an inorganic coagulant manufacturing facility , to be built in Vishakapatnam Vizag in the state of Andhra Pradesh and to kick off [[performance]] in the second half of 2011 .",0.0010372400283813477,0.9991257190704346,1,2,1,127,"Successful"
"[[Earnings]] per share EPS [[amounted]] to EUR0 .01 .","[[gain]] per share EPS [[number]] to EUR0 .01 .",0.001310884952545166,0.999673068523407,1,2,1,58,"Successful"
"Citigroup , Inc NYSE : C , Deutsche Bank NYSE : DB and Pohjola Bank are [[lead]] managers for the sale .","Citigroup , Inc NYSE : C , Deutsche Bank NYSE : DB and Pohjola Bank are [[leading]] managers for the sale .",0.0005611777305603027,0.5359176397323608,1,2,1,111,"Successful"
"`` Several [[growth]] initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno .","`` Several [[ontogenesis]] initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno .",0.0006004571914672852,0.940979540348053,2,1,2,117,"Successful"
"In banking , Sampo A was unchanged at 14.24 eur and Nordea [[rose]] 0.42 pct to 9.51 eur .","In banking , Sampo A was unchanged at 14.24 eur and Nordea [[surface]] 0.42 pct to 9.51 eur .",0.000573277473449707,0.9932377338409424,2,1,2,101,"Successful"
"Meanwhile , minority shareholders , expecting TeliaSonera to retain the bid , [[sell]] shares now .","Meanwhile , minority shareholders , expecting TeliaSonera to retain the bid , [[betray]] shares now .",0.0009217262268066406,0.9819149374961853,1,0,1,62,"Successful"
"The [[Board]] [[established]] a Remuneration Committee with [[following]] members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund [[In]] addition , the [[Board]] decided to [[appoint]] a Nomination Committee at a [[later]] stage .","The [[room]] [[accomplished]] a Remuneration Committee with [[watch]] members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund [[IN]] addition , the [[room]] decided to [[nominate]] a Nomination Committee at a [[belated]] stage .",0.0008167624473571777,0.9698069095611572,1,2,1,252,"Successful"
"The [[company]] expects [[net]] sales of [[65]] mln euro ( $ [[85]].[[1]] mln ) for 2006 .","The [[troupe]] expects [[clear]] sales of [[lxv]] mln euro ( $ [[eighty-five]].[[single]] mln ) for 2006 .",0.0005643963813781738,0.5981190204620361,1,2,1,95,"Successful"
"The Apple Inc. iPhone wo n't [[change]] the [[game]] plan for Verizon Communications Inc. , [[Chief]] Executive Ivan Seidenberg [[said]] Wednesday .","The Apple Inc. iPhone wo n't [[deepen]] the [[crippled]] plan for Verizon Communications Inc. , [[boss]] Executive Ivan Seidenberg [[enounce]] Wednesday .",0.0007621049880981445,0.9818077087402344,1,0,1,155,"Successful"
"The company reported a [[profit]] of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .","The company reported a [[benefit]] of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",0.001434028148651123,0.9984002113342285,1,2,1,118,"Successful"
"Estonian telecoms company Elisa 's customer numbers [[cross]] 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , [[bringing]] the number to 401,800 by the end of September , the company said .","Estonian telecoms company Elisa 's customer numbers [[bad-tempered]] 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , [[play]] the number to 401,800 by the end of September , the company said .",0.000777125358581543,0.8781055212020874,2,0,2,278,"Successful"
"The current reference grade instruments are [[challenging]] to operate due to their high price and complexity for routine use .","The current reference grade instruments are [[gainsay]] to operate due to their high price and complexity for routine use .",0.0015842914581298828,0.9987989068031311,0,1,0,122,"Successful"
"UPM-Kymmene has generated thirty-one consecutive quarters of [[positive]] EBITDA .","UPM-Kymmene has generated thirty-one consecutive quarters of [[positivist]] EBITDA .",0.0009499192237854004,0.9986656904220581,2,1,2,63,"Successful"
"At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been [[chosen]] for its experience in the IT sector as well as its financial [[strength]] .","At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been [[opt]] for its experience in the IT sector as well as its financial [[speciality]] .",0.0007497668266296387,0.9987524151802063,2,1,2,140,"Successful"
"There are currently some ten [[shops]] selling Tikkurila 's paints in Kazakhstan , and more shops will be [[opened]] continuously .","There are currently some ten [[patronize]] selling Tikkurila 's paints in Kazakhstan , and more shops will be [[afford]] continuously .",0.0010495781898498535,0.9696227312088013,1,2,1,95,"Successful"
"[[Complete]] [[name]] of [[shareholder]] : Otto Henrik Bernhard Nyberg For further information , please [[contact]] Maija-Liisa Friman , CEO , tel. +358 [[9]] 7597 0711 .","[[everlasting]] [[nominate]] of [[shareowner]] : Otto Henrik Bernhard Nyberg For further information , please [[reach]] Maija-Liisa Friman , CEO , tel. +358 [[ennead]] 7597 0711 .",0.0007411837577819824,0.0011747479438781738,1,1,1,146,"Failed"
"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently [[failed]] . ''","In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently [[go]] . ''",0.0018961429595947266,0.9992184042930603,0,1,0,102,"Successful"
"Among the [[biggest]] Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress .","Among the [[bad]] Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress .",0.0011729598045349121,0.990546464920044,1,0,1,230,"Successful"
"[[Most]] of the [[layoffs]] will be in [[Finland]] .","[[nigh]] of the [[layoff]] will be in [[Suomi]] .",0.0035316944122314453,0.4671212434768677,0,0,0,24,"Failed"
"The [[terms]] of the aforementioned funding are considerably below the Bank 's current CDS [[levels]] in the market and have a maturity ranging from 1 to 7.5 years .","The [[terminus]] of the aforementioned funding are considerably below the Bank 's current CDS [[charge]] in the market and have a maturity ranging from 1 to 7.5 years .",0.0013699531555175781,0.9543802738189697,0,1,0,150,"Successful"
"Exports [[make]] up more than 80 per cent of our sales , so the name Glaston also reflects a truly internationally operating company , '' explains Kyro 's President & CEO Mika Seitovirta .","Exports [[shuffling]] up more than 80 per cent of our sales , so the name Glaston also reflects a truly internationally operating company , '' explains Kyro 's President & CEO Mika Seitovirta .",0.0007663965225219727,0.9994505643844604,1,2,1,204,"Successful"
